SOURCE_ID	RA_J2000 [deg]	Dec_J2000 [deg]	Flux_140_MHz [Jy]	Flux_140.2_MHz [Jy]	Flux_140.4_MHz [Jy]	Flux_140.6_MHz [Jy]	Flux_140.8_MHz [Jy]	Flux_141_MHz [Jy]	Flux_141.2_MHz [Jy]	Flux_141.4_MHz [Jy]	Flux_141.6_MHz [Jy]	Flux_141.8_MHz [Jy]	Flux_142_MHz [Jy]	Flux_142.2_MHz [Jy]	Flux_142.4_MHz [Jy]	Flux_142.6_MHz [Jy]	Flux_142.8_MHz [Jy]	Flux_143_MHz [Jy]	Flux_143.2_MHz [Jy]	Flux_143.4_MHz [Jy]	Flux_143.6_MHz [Jy]	Flux_143.8_MHz [Jy]	Flux_144_MHz [Jy]	Flux_144.2_MHz [Jy]	Flux_144.4_MHz [Jy]	Flux_144.6_MHz [Jy]	Flux_144.8_MHz [Jy]	Flux_145_MHz [Jy]	Flux_145.2_MHz [Jy]	Flux_145.4_MHz [Jy]	Flux_145.6_MHz [Jy]	Flux_145.8_MHz [Jy]	Flux_146_MHz [Jy]	Flux_146.2_MHz [Jy]	Flux_146.4_MHz [Jy]	Flux_146.6_MHz [Jy]	Flux_146.8_MHz [Jy]	Flux_147_MHz [Jy]	Flux_147.2_MHz [Jy]	Flux_147.4_MHz [Jy]	Flux_147.6_MHz [Jy]	Flux_147.8_MHz [Jy]	Flux_148_MHz [Jy]	Flux_148.2_MHz [Jy]	Flux_148.4_MHz [Jy]	Flux_148.6_MHz [Jy]	Flux_148.8_MHz [Jy]	Flux_149_MHz [Jy]	Flux_149.2_MHz [Jy]	Flux_149.4_MHz [Jy]	Flux_149.6_MHz [Jy]	Flux_149.8_MHz [Jy]	Flux_150_MHz [Jy]	Flux_150.2_MHz [Jy]	Flux_150.4_MHz [Jy]	Flux_150.6_MHz [Jy]	Flux_150.8_MHz [Jy]	Flux_151_MHz [Jy]	Flux_151.2_MHz [Jy]	Flux_151.4_MHz [Jy]	Flux_151.6_MHz [Jy]	Flux_151.8_MHz [Jy]	Flux_152_MHz [Jy]	Flux_152.2_MHz [Jy]	Flux_152.4_MHz [Jy]	Flux_152.6_MHz [Jy]	Flux_152.8_MHz [Jy]	Flux_153_MHz [Jy]	Flux_153.2_MHz [Jy]	Flux_153.4_MHz [Jy]	Flux_153.6_MHz [Jy]	Flux_153.8_MHz [Jy]	Flux_154_MHz [Jy]	Flux_154.2_MHz [Jy]	Flux_154.4_MHz [Jy]	Flux_154.6_MHz [Jy]	Flux_154.8_MHz [Jy]	Flux_155_MHz [Jy]	Flux_155.2_MHz [Jy]	Flux_155.4_MHz [Jy]	Flux_155.6_MHz [Jy]	Flux_155.8_MHz [Jy]	Flux_156_MHz [Jy]	Flux_156.2_MHz [Jy]	Flux_156.4_MHz [Jy]	Flux_156.6_MHz [Jy]	Flux_156.8_MHz [Jy]	Flux_157_MHz [Jy]	Flux_157.2_MHz [Jy]	Flux_157.4_MHz [Jy]	Flux_157.6_MHz [Jy]	Flux_157.8_MHz [Jy]	Flux_158_MHz [Jy]	Flux_158.2_MHz [Jy]	Flux_158.4_MHz [Jy]	Flux_158.6_MHz [Jy]	Flux_158.8_MHz [Jy]	Flux_159_MHz [Jy]	Flux_159.2_MHz [Jy]	Flux_159.4_MHz [Jy]	Flux_159.6_MHz [Jy]	Flux_159.8_MHz [Jy]
mock69	114.56166522	26.36391755	0.30294051	0.30180462	0.30067459	0.29955039	0.29843199	0.29731934	0.29621241	0.29511115	0.29401554	0.29292554	0.29184110	0.29076220	0.28968879	0.28862084	0.28755832	0.28650119	0.28544941	0.28440296	0.28336179	0.28232587	0.28129518	0.28026967	0.27924931	0.27823407	0.27722392	0.27621882	0.27521874	0.27422366	0.27323353	0.27224833	0.27126802	0.27029258	0.26932197	0.26835617	0.26739514	0.26643885	0.26548727	0.26454038	0.26359815	0.26266053	0.26172752	0.26079907	0.25987516	0.25895576	0.25804085	0.25713039	0.25622435	0.25532272	0.25442546	0.25353254	0.25264395	0.25175964	0.25087961	0.25000381	0.24913222	0.24826482	0.24740159	0.24654249	0.24568750	0.24483660	0.24398976	0.24314696	0.24230817	0.24147337	0.24064253	0.23981563	0.23899264	0.23817355	0.23735833	0.23654696	0.23573940	0.23493565	0.23413567	0.23333945	0.23254696	0.23175818	0.23097309	0.23019166	0.22941388	0.22863971	0.22786915	0.22710217	0.22633874	0.22557886	0.22482249	0.22406961	0.22332021	0.22257426	0.22183175	0.22109265	0.22035695	0.21962462	0.21889564	0.21817000	0.21744768	0.21672865	0.21601289	0.21530040	0.21459114	0.21388511
mock70	98.17103788	14.23171396	0.22773821	0.22709807	0.22646065	0.22582591	0.22519386	0.22456447	0.22393772	0.22331361	0.22269211	0.22207322	0.22145692	0.22084319	0.22023202	0.21962340	0.21901730	0.21841373	0.21781266	0.21721408	0.21661797	0.21602433	0.21543313	0.21484437	0.21425803	0.21367410	0.21309257	0.21251342	0.21193663	0.21136220	0.21079012	0.21022037	0.20965293	0.20908780	0.20852496	0.20796441	0.20740612	0.20685008	0.20629629	0.20574474	0.20519540	0.20464827	0.20410333	0.20356058	0.20302000	0.20248158	0.20194531	0.20141118	0.20087918	0.20034929	0.19982150	0.19929581	0.19877220	0.19825066	0.19773117	0.19721374	0.19669835	0.19618498	0.19567363	0.19516429	0.19465694	0.19415157	0.19364818	0.19314676	0.19264729	0.19214976	0.19165417	0.19116051	0.19066875	0.19017890	0.18969095	0.18920488	0.18872068	0.18823835	0.18775787	0.18727924	0.18680245	0.18632748	0.18585434	0.18538300	0.18491346	0.18444571	0.18397974	0.18351554	0.18305311	0.18259243	0.18213349	0.18167629	0.18122082	0.18076707	0.18031503	0.17986468	0.17941604	0.17896907	0.17852379	0.17808017	0.17763821	0.17719790	0.17675923	0.17632220	0.17588680	0.17545301
mock71	71.17610700	76.68750371	0.00485280	0.00484344	0.00483412	0.00482483	0.00481556	0.00480633	0.00479713	0.00478796	0.00477882	0.00476971	0.00476064	0.00475159	0.00474257	0.00473358	0.00472462	0.00471569	0.00470679	0.00469791	0.00468907	0.00468026	0.00467147	0.00466272	0.00465399	0.00464529	0.00463662	0.00462797	0.00461936	0.00461077	0.00460221	0.00459368	0.00458518	0.00457670	0.00456825	0.00455983	0.00455143	0.00454306	0.00453472	0.00452640	0.00451811	0.00450985	0.00450162	0.00449341	0.00448522	0.00447706	0.00446893	0.00446082	0.00445274	0.00444469	0.00443665	0.00442865	0.00442067	0.00441271	0.00440478	0.00439688	0.00438900	0.00438114	0.00437331	0.00436550	0.00435772	0.00434996	0.00434222	0.00433451	0.00432682	0.00431916	0.00431152	0.00430390	0.00429631	0.00428874	0.00428119	0.00427367	0.00426616	0.00425869	0.00425123	0.00424380	0.00423639	0.00422900	0.00422163	0.00421429	0.00420697	0.00419967	0.00419240	0.00418514	0.00417791	0.00417070	0.00416351	0.00415634	0.00414919	0.00414207	0.00413496	0.00412788	0.00412082	0.00411378	0.00410676	0.00409976	0.00409278	0.00408582	0.00407888	0.00407197	0.00406507	0.00405820
mock72	94.87124218	17.83901022	0.01983912	0.01978174	0.01972460	0.01966772	0.01961108	0.01955468	0.01949852	0.01944261	0.01938693	0.01933149	0.01927629	0.01922132	0.01916659	0.01911209	0.01905781	0.01900377	0.01894996	0.01889638	0.01884302	0.01878988	0.01873697	0.01868428	0.01863181	0.01857956	0.01852753	0.01847572	0.01842412	0.01837274	0.01832157	0.01827062	0.01821987	0.01816934	0.01811901	0.01806889	0.01801898	0.01796927	0.01791977	0.01787047	0.01782138	0.01777248	0.01772379	0.01767529	0.01762700	0.01757889	0.01753099	0.01748328	0.01743576	0.01738843	0.01734130	0.01729436	0.01724760	0.01720104	0.01715466	0.01710847	0.01706247	0.01701664	0.01697101	0.01692555	0.01688028	0.01683518	0.01679027	0.01674553	0.01670098	0.01665660	0.01661239	0.01656836	0.01652451	0.01648082	0.01643731	0.01639397	0.01635080	0.01630780	0.01626497	0.01622231	0.01617981	0.01613748	0.01609532	0.01605332	0.01601148	0.01596981	0.01592829	0.01588694	0.01584575	0.01580471	0.01576384	0.01572312	0.01568256	0.01564216	0.01560191	0.01556181	0.01552187	0.01548208	0.01544245	0.01540296	0.01536363	0.01532445	0.01528541	0.01524652	0.01520778	0.01516919
mock73	58.27693040	-5.33290058	0.26188647	0.26098932	0.26009651	0.25920802	0.25832382	0.25744389	0.25656819	0.25569671	0.25482941	0.25396627	0.25310726	0.25225237	0.25140155	0.25055480	0.24971208	0.24887336	0.24803863	0.24720786	0.24638102	0.24555809	0.24473905	0.24392387	0.24311253	0.24230501	0.24150128	0.24070132	0.23990511	0.23911262	0.23832383	0.23753873	0.23675728	0.23597946	0.23520526	0.23443465	0.23366761	0.23290412	0.23214416	0.23138770	0.23063473	0.22988522	0.22913916	0.22839653	0.22765729	0.22692144	0.22618895	0.22545981	0.22473399	0.22401147	0.22329224	0.22257628	0.22186356	0.22115407	0.22044778	0.21974469	0.21904477	0.21834800	0.21765436	0.21696384	0.21627642	0.21559208	0.21491080	0.21423256	0.21355736	0.21288516	0.21221595	0.21154972	0.21088645	0.21022611	0.20956870	0.20891420	0.20826259	0.20761385	0.20696797	0.20632494	0.20568472	0.20504732	0.20441271	0.20378088	0.20315181	0.20252548	0.20190189	0.20128101	0.20066283	0.20004734	0.19943452	0.19882435	0.19821682	0.19761192	0.19700963	0.19640993	0.19581282	0.19521827	0.19462627	0.19403682	0.19344989	0.19286547	0.19228354	0.19170410	0.19112713	0.19055262
mock74	108.64862593	35.82773827	1.45695561	1.45434023	1.45173327	1.44913468	1.44654443	1.44396247	1.44138877	1.43882330	1.43626600	1.43371685	1.43117581	1.42864284	1.42611790	1.42360096	1.42109198	1.41859092	1.41609775	1.41361244	1.41113494	1.40866522	1.40620325	1.40374898	1.40130240	1.39886346	1.39643212	1.39400836	1.39159213	1.38918341	1.38678216	1.38438835	1.38200195	1.37962292	1.37725122	1.37488684	1.37252972	1.37017985	1.36783719	1.36550171	1.36317337	1.36085215	1.35853802	1.35623093	1.35393087	1.35163779	1.34935168	1.34707249	1.34480021	1.34253479	1.34027622	1.33802445	1.33577946	1.33354123	1.33130971	1.32908489	1.32686673	1.32465520	1.32245028	1.32025194	1.31806015	1.31587488	1.31369610	1.31152379	1.30935791	1.30719845	1.30504537	1.30289864	1.30075824	1.29862415	1.29649633	1.29437475	1.29225940	1.29015025	1.28804726	1.28595042	1.28385970	1.28177507	1.27969650	1.27762398	1.27555747	1.27349695	1.27144240	1.26939379	1.26735109	1.26531429	1.26328335	1.26125825	1.25923898	1.25722549	1.25521778	1.25321581	1.25121957	1.24922902	1.24724416	1.24526494	1.24329135	1.24132337	1.23936097	1.23740413	1.23545283	1.23350705
mock75	54.35347723	70.72756891	0.04447732	0.04429285	0.04410940	0.04392697	0.04374555	0.04356513	0.04338572	0.04320729	0.04302985	0.04285339	0.04267790	0.04250337	0.04232980	0.04215718	0.04198551	0.04181477	0.04164497	0.04147609	0.04130813	0.04114108	0.04097493	0.04080969	0.04064534	0.04048188	0.04031931	0.04015760	0.03999677	0.03983680	0.03967769	0.03951944	0.03936203	0.03920546	0.03904972	0.03889482	0.03874074	0.03858748	0.03843503	0.03828339	0.03813256	0.03798252	0.03783327	0.03768481	0.03753713	0.03739023	0.03724410	0.03709874	0.03695413	0.03681029	0.03666719	0.03652484	0.03638323	0.03624236	0.03610222	0.03596281	0.03582412	0.03568615	0.03554889	0.03541234	0.03527649	0.03514134	0.03500689	0.03487313	0.03474005	0.03460765	0.03447593	0.03434489	0.03421451	0.03408479	0.03395574	0.03382734	0.03369959	0.03357249	0.03344604	0.03332022	0.03319504	0.03307048	0.03294656	0.03282326	0.03270057	0.03257851	0.03245705	0.03233620	0.03221596	0.03209631	0.03197727	0.03185881	0.03174094	0.03162366	0.03150696	0.03139084	0.03127529	0.03116031	0.03104590	0.03093205	0.03081877	0.03070604	0.03059386	0.03048223	0.03037115	0.03026062
mock76	95.20054681	-1.66801965	0.00248843	0.00248214	0.00247587	0.00246963	0.00246341	0.00245722	0.00245105	0.00244490	0.00243878	0.00243269	0.00242661	0.00242056	0.00241454	0.00240853	0.00240255	0.00239660	0.00239066	0.00238475	0.00237887	0.00237300	0.00236716	0.00236134	0.00235554	0.00234977	0.00234401	0.00233828	0.00233257	0.00232688	0.00232122	0.00231557	0.00230995	0.00230435	0.00229877	0.00229321	0.00228767	0.00228216	0.00227666	0.00227118	0.00226573	0.00226029	0.00225488	0.00224948	0.00224411	0.00223876	0.00223342	0.00222811	0.00222281	0.00221754	0.00221228	0.00220705	0.00220183	0.00219663	0.00219146	0.00218630	0.00218116	0.00217604	0.00217093	0.00216585	0.00216078	0.00215574	0.00215071	0.00214570	0.00214071	0.00213573	0.00213078	0.00212584	0.00212092	0.00211602	0.00211114	0.00210627	0.00210142	0.00209659	0.00209177	0.00208698	0.00208220	0.00207743	0.00207269	0.00206796	0.00206325	0.00205855	0.00205387	0.00204921	0.00204457	0.00203994	0.00203533	0.00203073	0.00202615	0.00202159	0.00201704	0.00201251	0.00200799	0.00200349	0.00199901	0.00199454	0.00199008	0.00198565	0.00198122	0.00197682	0.00197243	0.00196805
mock77	23.92222440	-6.01744083	0.43645740	0.43483315	0.43321724	0.43160962	0.43001025	0.42841905	0.42683599	0.42526101	0.42369405	0.42213506	0.42058400	0.41904080	0.41750543	0.41597782	0.41445793	0.41294572	0.41144112	0.40994409	0.40845458	0.40697255	0.40549794	0.40403071	0.40257082	0.40111820	0.39967283	0.39823465	0.39680362	0.39537968	0.39396281	0.39255294	0.39115005	0.38975407	0.38836498	0.38698273	0.38560726	0.38423855	0.38287655	0.38152122	0.38017251	0.37883039	0.37749481	0.37616573	0.37484312	0.37352693	0.37221712	0.37091365	0.36961649	0.36832559	0.36704092	0.36576243	0.36449010	0.36322388	0.36196373	0.36070963	0.35946152	0.35821937	0.35698316	0.35575284	0.35452837	0.35330972	0.35209686	0.35088975	0.34968835	0.34849264	0.34730257	0.34611812	0.34493924	0.34376591	0.34259809	0.34143575	0.34027885	0.33912738	0.33798128	0.33684053	0.33570510	0.33457495	0.33345006	0.33233039	0.33121592	0.33010660	0.32900242	0.32790334	0.32680933	0.32572036	0.32463641	0.32355743	0.32248341	0.32141431	0.32035011	0.31929077	0.31823627	0.31718658	0.31614168	0.31510152	0.31406610	0.31303537	0.31200932	0.31098791	0.30997112	0.30895892
mock78	15.91723090	20.23482607	0.00033457	0.00033322	0.00033188	0.00033055	0.00032922	0.00032791	0.00032659	0.00032529	0.00032399	0.00032270	0.00032142	0.00032014	0.00031887	0.00031761	0.00031635	0.00031510	0.00031386	0.00031263	0.00031140	0.00031017	0.00030896	0.00030775	0.00030654	0.00030535	0.00030416	0.00030297	0.00030179	0.00030062	0.00029945	0.00029829	0.00029714	0.00029599	0.00029485	0.00029372	0.00029259	0.00029146	0.00029034	0.00028923	0.00028812	0.00028702	0.00028593	0.00028484	0.00028375	0.00028268	0.00028160	0.00028054	0.00027947	0.00027842	0.00027737	0.00027632	0.00027528	0.00027424	0.00027322	0.00027219	0.00027117	0.00027016	0.00026915	0.00026814	0.00026714	0.00026615	0.00026516	0.00026418	0.00026320	0.00026223	0.00026126	0.00026029	0.00025933	0.00025838	0.00025743	0.00025648	0.00025554	0.00025461	0.00025367	0.00025275	0.00025183	0.00025091	0.00024999	0.00024909	0.00024818	0.00024728	0.00024639	0.00024550	0.00024461	0.00024373	0.00024285	0.00024198	0.00024111	0.00024024	0.00023938	0.00023852	0.00023767	0.00023682	0.00023598	0.00023514	0.00023430	0.00023347	0.00023264	0.00023182	0.00023100	0.00023018
mock79	83.04683187	-6.30084218	1.91934302	1.91509832	1.91086903	1.90665509	1.90245641	1.89827292	1.89410453	1.88995118	1.88581279	1.88168929	1.87758059	1.87348662	1.86940732	1.86534261	1.86129241	1.85725666	1.85323528	1.84922821	1.84523536	1.84125667	1.83729208	1.83334150	1.82940488	1.82548214	1.82157322	1.81767805	1.81379656	1.80992868	1.80607435	1.80223350	1.79840607	1.79459198	1.79079119	1.78700362	1.78322920	1.77946788	1.77571959	1.77198427	1.76826186	1.76455229	1.76085551	1.75717144	1.75350004	1.74984123	1.74619497	1.74256118	1.73893982	1.73533082	1.73173412	1.72814967	1.72457740	1.72101727	1.71746920	1.71393315	1.71040906	1.70689687	1.70339653	1.69990798	1.69643117	1.69296603	1.68951252	1.68607059	1.68264017	1.67922122	1.67581368	1.67241749	1.66903262	1.66565899	1.66229657	1.65894530	1.65560512	1.65227599	1.64895786	1.64565068	1.64235439	1.63906894	1.63579430	1.63253040	1.62927719	1.62603464	1.62280269	1.61958129	1.61637039	1.61316995	1.60997992	1.60680026	1.60363090	1.60047182	1.59732296	1.59418428	1.59105573	1.58793727	1.58482884	1.58173041	1.57864193	1.57556336	1.57249465	1.56943576	1.56638665	1.56334726
mock80	87.55087473	-24.74121107	0.00517129	0.00514942	0.00512767	0.00510605	0.00508455	0.00506317	0.00504191	0.00502077	0.00499975	0.00497884	0.00495805	0.00493738	0.00491682	0.00489638	0.00487605	0.00485583	0.00483573	0.00481573	0.00479585	0.00477608	0.00475641	0.00473685	0.00471740	0.00469806	0.00467882	0.00465969	0.00464066	0.00462174	0.00460292	0.00458420	0.00456558	0.00454707	0.00452865	0.00451034	0.00449212	0.00447400	0.00445598	0.00443805	0.00442023	0.00440249	0.00438486	0.00436731	0.00434986	0.00433251	0.00431524	0.00429807	0.00428099	0.00426400	0.00424710	0.00423029	0.00421356	0.00419693	0.00418038	0.00416393	0.00414755	0.00413127	0.00411507	0.00409895	0.00408292	0.00406697	0.00405110	0.00403532	0.00401962	0.00400400	0.00398846	0.00397301	0.00395763	0.00394233	0.00392711	0.00391197	0.00389691	0.00388192	0.00386701	0.00385218	0.00383743	0.00382275	0.00380814	0.00379361	0.00377915	0.00376477	0.00375046	0.00373622	0.00372206	0.00370796	0.00369394	0.00367999	0.00366611	0.00365230	0.00363855	0.00362488	0.00361128	0.00359774	0.00358427	0.00357087	0.00355754	0.00354427	0.00353107	0.00351793	0.00350486	0.00349185
mock81	112.84984165	53.18767297	0.02836910	0.02825911	0.02814970	0.02804088	0.02793262	0.02782494	0.02771782	0.02761127	0.02750528	0.02739984	0.02729495	0.02719062	0.02708682	0.02698357	0.02688086	0.02677868	0.02667703	0.02657590	0.02647530	0.02637522	0.02627566	0.02617661	0.02607807	0.02598004	0.02588251	0.02578548	0.02568894	0.02559290	0.02549736	0.02540229	0.02530771	0.02521362	0.02512000	0.02502685	0.02493418	0.02484197	0.02475024	0.02465896	0.02456814	0.02447778	0.02438788	0.02429842	0.02420941	0.02412085	0.02403273	0.02394505	0.02385781	0.02377100	0.02368462	0.02359868	0.02351315	0.02342805	0.02334337	0.02325911	0.02317527	0.02309184	0.02300881	0.02292620	0.02284399	0.02276218	0.02268077	0.02259976	0.02251915	0.02243893	0.02235910	0.02227965	0.02220060	0.02212192	0.02204363	0.02196571	0.02188817	0.02181101	0.02173421	0.02165779	0.02158173	0.02150604	0.02143071	0.02135574	0.02128112	0.02120687	0.02113297	0.02105942	0.02098621	0.02091336	0.02084085	0.02076869	0.02069687	0.02062538	0.02055424	0.02048342	0.02041295	0.02034280	0.02027298	0.02020349	0.02013432	0.02006548	0.01999696	0.01992876	0.01986088	0.01979331
mock82	103.39358981	33.35122203	0.00005566	0.00005543	0.00005520	0.00005498	0.00005475	0.00005453	0.00005431	0.00005408	0.00005386	0.00005365	0.00005343	0.00005321	0.00005300	0.00005278	0.00005257	0.00005236	0.00005215	0.00005194	0.00005173	0.00005153	0.00005132	0.00005112	0.00005091	0.00005071	0.00005051	0.00005031	0.00005011	0.00004991	0.00004971	0.00004952	0.00004932	0.00004913	0.00004893	0.00004874	0.00004855	0.00004836	0.00004817	0.00004798	0.00004780	0.00004761	0.00004743	0.00004724	0.00004706	0.00004688	0.00004670	0.00004652	0.00004634	0.00004616	0.00004598	0.00004580	0.00004563	0.00004545	0.00004528	0.00004511	0.00004493	0.00004476	0.00004459	0.00004442	0.00004425	0.00004409	0.00004392	0.00004375	0.00004359	0.00004342	0.00004326	0.00004310	0.00004294	0.00004278	0.00004262	0.00004246	0.00004230	0.00004214	0.00004198	0.00004183	0.00004167	0.00004152	0.00004136	0.00004121	0.00004106	0.00004091	0.00004075	0.00004060	0.00004046	0.00004031	0.00004016	0.00004001	0.00003987	0.00003972	0.00003957	0.00003943	0.00003929	0.00003914	0.00003900	0.00003886	0.00003872	0.00003858	0.00003844	0.00003830	0.00003816	0.00003803
mock83	55.00719288	69.81062219	0.00106194	0.00105985	0.00105777	0.00105569	0.00105362	0.00105156	0.00104951	0.00104746	0.00104542	0.00104339	0.00104136	0.00103934	0.00103733	0.00103532	0.00103332	0.00103133	0.00102934	0.00102736	0.00102539	0.00102342	0.00102146	0.00101951	0.00101756	0.00101562	0.00101368	0.00101176	0.00100983	0.00100792	0.00100601	0.00100411	0.00100221	0.00100032	0.00099843	0.00099655	0.00099468	0.00099282	0.00099095	0.00098910	0.00098725	0.00098541	0.00098357	0.00098174	0.00097992	0.00097810	0.00097629	0.00097448	0.00097268	0.00097088	0.00096909	0.00096731	0.00096553	0.00096375	0.00096199	0.00096022	0.00095847	0.00095672	0.00095497	0.00095323	0.00095150	0.00094977	0.00094804	0.00094633	0.00094461	0.00094291	0.00094120	0.00093951	0.00093782	0.00093613	0.00093445	0.00093277	0.00093110	0.00092944	0.00092778	0.00092612	0.00092447	0.00092282	0.00092118	0.00091955	0.00091792	0.00091629	0.00091467	0.00091306	0.00091145	0.00090984	0.00090824	0.00090665	0.00090506	0.00090347	0.00090189	0.00090031	0.00089874	0.00089717	0.00089561	0.00089405	0.00089250	0.00089095	0.00088941	0.00088787	0.00088633	0.00088480
mock84	32.25134100	-4.64685795	1.66084070	1.65617369	1.65152642	1.64689878	1.64229065	1.63770193	1.63313251	1.62858228	1.62405113	1.61953895	1.61504565	1.61057111	1.60611523	1.60167791	1.59725904	1.59285851	1.58847624	1.58411212	1.57976604	1.57543791	1.57112763	1.56683510	1.56256022	1.55830289	1.55406303	1.54984053	1.54563530	1.54144725	1.53727628	1.53312229	1.52898520	1.52486492	1.52076135	1.51667440	1.51260399	1.50855001	1.50451240	1.50049105	1.49648588	1.49249680	1.48852372	1.48456657	1.48062526	1.47669969	1.47278979	1.46889547	1.46501666	1.46115326	1.45730520	1.45347239	1.44965476	1.44585222	1.44206470	1.43829211	1.43453438	1.43079142	1.42706317	1.42334954	1.41965046	1.41596585	1.41229564	1.40863974	1.40499809	1.40137062	1.39775724	1.39415789	1.39057249	1.38700097	1.38344325	1.37989928	1.37636897	1.37285226	1.36934908	1.36585935	1.36238301	1.35891999	1.35547022	1.35203363	1.34861016	1.34519974	1.34180230	1.33841778	1.33504611	1.33168722	1.32834106	1.32500756	1.32168665	1.31837826	1.31508235	1.31179884	1.30852767	1.30526878	1.30202211	1.29878760	1.29556518	1.29235480	1.28915639	1.28596990	1.28279527	1.27963244
mock85	117.47139416	49.99127003	2.57477237	2.56377717	2.55284449	2.54197390	2.53116495	2.52041721	2.50973024	2.49910362	2.48853692	2.47802971	2.46758159	2.45719213	2.44686092	2.43658756	2.42637164	2.41621276	2.40611053	2.39606454	2.38607441	2.37613975	2.36626018	2.35643531	2.34666476	2.33694817	2.32728516	2.31767536	2.30811840	2.29861392	2.28916157	2.27976098	2.27041180	2.26111368	2.25186628	2.24266924	2.23352222	2.22442489	2.21537691	2.20637794	2.19742766	2.18852572	2.17967182	2.17086561	2.16210679	2.15339504	2.14473003	2.13611146	2.12753901	2.11901238	2.11053126	2.10209535	2.09370434	2.08535795	2.07705586	2.06879780	2.06058346	2.05241256	2.04428481	2.03619993	2.02815763	2.02015764	2.01219967	2.00428346	1.99640872	1.98857519	1.98078259	1.97303067	1.96531915	1.95764777	1.95001627	1.94242440	1.93487189	1.92735849	1.91988395	1.91244802	1.90505044	1.89769097	1.89036937	1.88308540	1.87583880	1.86862935	1.86145680	1.85432091	1.84722146	1.84015822	1.83313094	1.82613941	1.81918339	1.81226266	1.80537700	1.79852618	1.79170999	1.78492821	1.77818061	1.77146699	1.76478713	1.75814081	1.75152784	1.74494799	1.73840107	1.73188686
mock86	50.00967144	75.76604970	0.01168235	0.01164811	0.01161402	0.01158008	0.01154629	0.01151264	0.01147914	0.01144579	0.01141258	0.01137951	0.01134658	0.01131379	0.01128115	0.01124864	0.01121628	0.01118405	0.01115196	0.01112001	0.01108819	0.01105651	0.01102496	0.01099354	0.01096226	0.01093111	0.01090009	0.01086920	0.01083845	0.01080782	0.01077732	0.01074695	0.01071670	0.01068658	0.01065659	0.01062672	0.01059698	0.01056736	0.01053786	0.01050848	0.01047923	0.01045010	0.01042108	0.01039219	0.01036342	0.01033476	0.01030622	0.01027780	0.01024949	0.01022131	0.01019323	0.01016527	0.01013743	0.01010969	0.01008207	0.01005456	0.01002717	0.00999988	0.00997271	0.00994564	0.00991868	0.00989184	0.00986509	0.00983846	0.00981193	0.00978551	0.00975920	0.00973299	0.00970688	0.00968088	0.00965499	0.00962919	0.00960350	0.00957791	0.00955242	0.00952703	0.00950174	0.00947655	0.00945146	0.00942647	0.00940157	0.00937678	0.00935208	0.00932748	0.00930297	0.00927856	0.00925425	0.00923002	0.00920590	0.00918187	0.00915793	0.00913408	0.00911032	0.00908666	0.00906309	0.00903961	0.00901621	0.00899291	0.00896970	0.00894658	0.00892354	0.00890060
mock87	77.48969493	-4.58260690	0.04630577	0.04613908	0.04597322	0.04580819	0.04564399	0.04548061	0.04531805	0.04515629	0.04499534	0.04483519	0.04467583	0.04451726	0.04435948	0.04420248	0.04404625	0.04389079	0.04373610	0.04358216	0.04342898	0.04327656	0.04312487	0.04297393	0.04282373	0.04267425	0.04252551	0.04237748	0.04223018	0.04208359	0.04193770	0.04179253	0.04164805	0.04150427	0.04136118	0.04121878	0.04107706	0.04093602	0.04079566	0.04065597	0.04051694	0.04037858	0.04024088	0.04010383	0.03996743	0.03983167	0.03969657	0.03956209	0.03942826	0.03929505	0.03916248	0.03903052	0.03889919	0.03876847	0.03863837	0.03850887	0.03837998	0.03825169	0.03812399	0.03799689	0.03787039	0.03774447	0.03761913	0.03749437	0.03737019	0.03724658	0.03712355	0.03700108	0.03687917	0.03675782	0.03663703	0.03651679	0.03639711	0.03627797	0.03615937	0.03604131	0.03592380	0.03580681	0.03569036	0.03557443	0.03545903	0.03534415	0.03522979	0.03511595	0.03500262	0.03488979	0.03477748	0.03466567	0.03455436	0.03444355	0.03433323	0.03422341	0.03411408	0.03400523	0.03389687	0.03378899	0.03368159	0.03357466	0.03346821	0.03336222	0.03325671	0.03315166
